x,y,VISIBILITY_FLAG,TEMP,CLIMATE_IDENTIFIER,WIND_SPEED,STATION_PRESSURE_FLAG,LOCAL_HOUR,PROVINCE_CODE,HUMIDEX_FLAG,STATION_PRESSURE,WEATHER_ENG_DESC,LOCAL_MONTH,UTC_DAY,LOCAL_DATE,UTC_YEAR,WIND_DIRECTION_FLAG,LOCAL_YEAR,HUMIDEX,LOCAL_DAY,UTC_MONTH,DEW_POINT_TEMP_FLAG,WINDCHILL,RELATIVE_HUMIDITY_FLAG,RELATIVE_HUMIDITY,WIND_DIRECTION,PRECIP_AMOUNT,ID,PRECIP_AMOUNT_FLAG,VISIBILITY,WINDCHILL_FLAG,WEATHER_FRE_DESC,UTC_DATE,STATION_NAME,DEW_POINT_TEMP,TEMP_FLAG,WIND_SPEED_FLAG
-73.34944444444444,45.29388888888889,,7.7,702LED4,19,M,9,QC,,,NA,11,10,2006-11-10 09:00:00,2006,,2006,,10,11,,,,71,30,,702LED4.2006.11.10.9,,,,ND,2006-11-10T14:00:00,L'ACADIE,2.8,,
-73.34944444444444,45.29388888888889,,7.0,702LED4,17,M,10,QC,,,NA,11,10,2006-11-10 10:00:00,2006,,2006,,10,11,,,,72,31,,702LED4.2006.11.10.10,,,,ND,2006-11-10T15:00:00,L'ACADIE,2.3,,
-73.34944444444444,45.29388888888889,,6.8,702LED4,15,M,11,QC,,,NA,11,10,2006-11-10 11:00:00,2006,,2006,,10,11,,,,70,28,,702LED4.2006.11.10.11,,,,ND,2006-11-10T16:00:00,L'ACADIE,1.8,,
-73.34944444444444,45.29388888888889,,6.8,702LED4,19,M,12,QC,,,NA,11,10,2006-11-10 12:00:00,2006,,2006,,10,11,,,,68,28,,702LED4.2006.11.10.12,,,,ND,2006-11-10T17:00:00,L'ACADIE,1.4,,
-73.34944444444444,45.29388888888889,,7.1,702LED4,15,M,13,QC,,,NA,11,10,2006-11-10 13:00:00,2006,,2006,,10,11,,,,68,30,,702LED4.2006.11.10.13,,,,ND,2006-11-10T18:00:00,L'ACADIE,1.5,,
-73.34944444444444,45.29388888888889,,6.7,702LED4,19,M,14,QC,,,NA,11,10,2006-11-10 14:00:00,2006,,2006,,10,11,,,,70,27,,702LED4.2006.11.10.14,,,,ND,2006-11-10T19:00:00,L'ACADIE,1.7,,
-73.34944444444444,45.29388888888889,,6.5,702LED4,13,M,15,QC,,,NA,11,10,2006-11-10 15:00:00,2006,,2006,,10,11,,,,72,27,,702LED4.2006.11.10.15,,,,ND,2006-11-10T20:00:00,L'ACADIE,1.8,,
-73.34944444444444,45.29388888888889,,6.3,702LED4,13,M,16,QC,,,NA,11,10,2006-11-10 16:00:00,2006,,2006,,10,11,,,,73,28,,702LED4.2006.11.10.16,,,,ND,2006-11-10T21:00:00,L'ACADIE,1.8,,
-73.34944444444444,45.29388888888889,,5.7,702LED4,9,M,17,QC,,,NA,11,10,2006-11-10 17:00:00,2006,,2006,,10,11,,,,75,28,,702LED4.2006.11.10.17,,,,ND,2006-11-10T22:00:00,L'ACADIE,1.7,,
-73.34944444444444,45.29388888888889,,5.8,702LED4,6,M,18,QC,,,NA,11,10,2006-11-10 18:00:00,2006,,2006,,10,11,,,,78,27,,702LED4.2006.11.10.18,,,,ND,2006-11-10T23:00:00,L'ACADIE,2.2,,
-73.34944444444444,45.29388888888889,,5.1,702LED4,6,M,19,QC,,,NA,11,11,2006-11-10 19:00:00,2006,,2006,,10,11,,,,79,27,,702LED4.2006.11.10.19,,,,ND,2006-11-11T00:00:00,L'ACADIE,1.7,,
-73.34944444444444,45.29388888888889,,4.4,702LED4,0,M,20,QC,,,NA,11,11,2006-11-10 20:00:00,2006,,2006,,10,11,,,,83,0,,702LED4.2006.11.10.20,,,,ND,2006-11-11T01:00:00,L'ACADIE,1.8,,
-73.34944444444444,45.29388888888889,,3.2,702LED4,4,M,21,QC,,,NA,11,11,2006-11-10 21:00:00,2006,,2006,,10,11,,,,88,15,,702LED4.2006.11.10.21,,,,ND,2006-11-11T02:00:00,L'ACADIE,1.4,,
-73.34944444444444,45.29388888888889,,2.3,702LED4,4,M,22,QC,,,NA,11,11,2006-11-10 22:00:00,2006,,2006,,10,11,,,,92,16,,702LED4.2006.11.10.22,,,,ND,2006-11-11T03:00:00,L'ACADIE,1.1,,
-73.34944444444444,45.29388888888889,,1.6,702LED4,6,M,23,QC,,,NA,11,11,2006-11-10 23:00:00,2006,,2006,,10,11,,,,93,18,,702LED4.2006.11.10.23,,,,ND,2006-11-11T04:00:00,L'ACADIE,0.6,,
-73.34944444444444,45.29388888888889,,1.3,702LED4,6,M,0,QC,,,NA,11,11,2006-11-11 00:00:00,2006,,2006,,11,11,,,,94,18,,702LED4.2006.11.11.0,,,,ND,2006-11-11T05:00:00,L'ACADIE,0.5,,
-73.34944444444444,45.29388888888889,,1.8,702LED4,0,M,1,QC,,,NA,11,11,2006-11-11 01:00:00,2006,,2006,,11,11,,,,94,0,,702LED4.2006.11.11.1,,,,ND,2006-11-11T06:00:00,L'ACADIE,1.0,,
-73.34944444444444,45.29388888888889,,1.0,702LED4,0,M,2,QC,,,NA,11,11,2006-11-11 02:00:00,2006,,2006,,11,11,,,,96,0,,702LED4.2006.11.11.2,,,,ND,2006-11-11T07:00:00,L'ACADIE,0.4,,
-73.34944444444444,45.29388888888889,,1.3,702LED4,7,M,3,QC,,,NA,11,11,2006-11-11 03:00:00,2006,,2006,,11,11,,,,96,15,,702LED4.2006.11.11.3,,,,ND,2006-11-11T08:00:00,L'ACADIE,0.8,,
-73.34944444444444,45.29388888888889,,1.9,702LED4,6,M,4,QC,,,NA,11,11,2006-11-11 04:00:00,2006,,2006,,11,11,,,,96,11,,702LED4.2006.11.11.4,,,,ND,2006-11-11T09:00:00,L'ACADIE,1.3,,
-73.34944444444444,45.29388888888889,,1.3,702LED4,4,M,5,QC,,,NA,11,11,2006-11-11 05:00:00,2006,,2006,,11,11,,,,94,9,,702LED4.2006.11.11.5,,,,ND,2006-11-11T10:00:00,L'ACADIE,0.5,,
